StartDate,EndDate,Attn1,Attn2,Efficacy1,Efficacy2,Efficacy3,Efficacy4,Efficacy5,Efficacy6,CAB1,CAB2,CAB3,CAB4,CAB5,CAB6,CAB7,CAB8,Ecoanx1,Ecoanx2,Ecoanx3,Ecoanx4,Ecoang1,Ecoang2,Ecoang3,Ecoang4,Ecodep1,Ecodep2,Ecodep3,Ecodep4,Ecohope1,Ecohope2,Ecohope3,Ecohope4,Affective1,Affective2,Affective3,Affective4,Ruminat1,Ruminat2,Ruminat3,Behav1,Behav2,Behav3,Persim1,Persim2,Persim3,Injustice2,Injustice3,Injustice4,Worry1,Worry2,Worry3,Worry4,Worry5,Age,GenderNum,GenderText,FinStress1,FinStress2,FinStress3,FinStress4,FinStress5,FinStress6,FinStress7,FAILED_ATTN1,FAILED_ATTN2,FAILED_ATTN,FINSTRESS_TOTAL,FINSTRESS_BINARY,GENDER_BINARY,EFFICACY_MEAN,CAB_MEAN,ECOANX_MEAN,ECOANG_MEAN,ECODEP_MEAN,ECOHOPE_MEAN,WORRY_MEAN,Mean_GenInJust,AFFECTIVE_MEAN,RUMINAT_MEAN,BEHAV_MEAN,PERSIM_MEAN
13885504731,13885505259,Strongly disagree,Nearly every day,Agree,Slightly agree,Agree,Agree,Slightly disagree,Slightly disagree,0,0,0,0,0,0,0,0,10,30,10,30,0,0,0,0,0,0,0,10,60,60,50,40,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Somewhat agree,Somewhat disagree,Agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,53,Man,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Man,4.833333333333333,0,20,0,2.5,52.5,1,4.666666666666667,Not at all,Not at all,Not at all,Several of the days
13885500666,13885501711,Strongly disagree,Nearly every day,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,0,0,75,100,100,75,100,100,80,95,95,80,100,100,100,100,45,15,100,75,50,50,50,75,Several of the days,Not at all,Not at all,Several of the days,Several of the days,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Over half the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,3,3,4,2,4,50,Man,-99,No,Yes,No,Yes,No,Yes,Yes,Pass,Pass,0,4,Some financial stress,Man,Strongly agree,68.75,87.5,100,58.75,56.25,3.2,7,0.5,0.6666666666666666,Not at all,Several of the days
13885504147,13885504445,Strongly disagree,Nearly every day,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,8,0,62,82,62,41,51,24,92,91,94,96,79,45,82,67,90,69,80,86,37,34,26,26,Over half the days,Over half the days,Over half the days,Over half the days,Several of the days,Several of the days,Not at all,Over half the days,Over half the days,Over half the days,Several of the days,Several of the days,Several of the days,Agree,Agree,Agree,4,4,4,4,4,22,Woman,-99,No,No,Yes,Yes,No,Yes,No,Pass,Pass,0,3,Some financial stress,Woman,4.833333333333333,41.25,93.25,68.25,81.25,30.75,4,6,Over half the days,0.6666666666666666,Over half the days,Several of the days
13885501869,13885502493,Strongly disagree,Nearly every day,Slightly agree,Disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly disagree,0,0,0,30,0,0,20,10,70,80,70,80,20,15,15,15,50,15,40,25,0,0,0,0,Several of the days,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,22,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,3.1666666666666665,7.5,75,16.25,32.5,0,5,7,0.5,Not at all,Not at all,0.3333333333333333
13885504308,13885504555,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Agree,Strongly agree,Slightly agree,Slightly agree,76,15,30,49,4,16,17,44,50,51,50,58,32,0,0,0,2,17,30,12,29,45,30,45,Several of the days,Not at all,Not at all,Not at all,Not at all,Several of the days,Over half the days,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Not at all typical of me,2,Not at all typical of me,2,2,20,Man,-99,No,Yes,No,No,No,Yes,Yes,Pass,Pass,0,3,Some financial stress,Man,5.333333333333333,31.375,52.25,8,15.25,37.25,1.6,4.333333333333333,0.25,Several of the days,Not at all,0.3333333333333333
13885416732,13885417337,Strongly disagree,Nearly every day,Agree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,10,0,20,20,0,0,0,10,60,60,40,60,30,30,0,20,20,10,20,10,5,2,2,20,Several of the days,Not at all,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Over half the days,Several of the days,Several of the days,Agree,Agree,Agree,4,3,Very typical of me,Very typical of me,4,33,Woman,-99,No,No,No,No,Yes,Yes,No,Pass,Pass,0,2,Some financial stress,Woman,5.5,7.5,55,20,15,7.25,4.2,6,0.75,Not at all,Not at all,1.3333333333333333
13885503759,13885504120,Strongly disagree,Nearly every day,Agree,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,0,0,66,99,0,0,64,64,70,71,74,78,100,100,99,100,0,0,81,79,0,18,0,79,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Agree,Agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,34,Woman,-99,Yes,Yes,Yes,No,Yes,Yes,Yes,Pass,Pass,0,6,Some financial stress,Woman,5.5,36.625,73.25,99.75,40,24.25,5,6.333333333333333,Not at all,Not at all,Not at all,Not at all
13885502756,13885503214,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,10,0,0,0,55,62,54,62,6,4,4,8,3,3,2,2,56,63,1,9,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Not at all typical of me,2,2,Not at all typical of me,2,18,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,4.833333333333333,1.25,58.25,5.5,2.5,32.25,1.6,4,Not at all,Not at all,Not at all,Not at all
13885504659,13885505348,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,6,0,0,90,0,94,94,94,94,94,94,94,94,94,94,94,94,8,8,8,8,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Strongly agree,Strongly agree,Strongly agree,4,4,4,Very typical of me,4,19,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Neither agree nor disagree,12,94,94,94,8,4.2,7,Not at all,Not at all,Not at all,0.3333333333333333
13885504391,13885505019,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,0,0,51,0,10,0,0,0,23,0,0,0,0,0,0,0,0,0,0,12,12,11,24,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4,4,4,Very typical of me,4,67,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,Slightly agree,7.625,5.75,0,0,14.75,4.2,4,Not at all,Not at all,Not at all,Not at all
13885504810,13885505315,Strongly disagree,Nearly every day,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,0,0,0,35,0,0,0,10,0,0,0,0,0,27,60,0,0,0,0,3,39,31,5,60,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly disagree,Somewhat agree,Somewhat agree,3,3,3,4,3,48,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,Strongly disagree,5.625,0,21.75,0.75,33.75,3.2,3.6666666666666665,Not at all,Not at all,Not at all,Not at all
13885504463,13885504846,Strongly disagree,Nearly every day,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,3,0,0,0,0,0,0,31,31,30,32,0,1,0,0,0,0,33,30,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat disagree,Somewhat agree,Somewhat agree,4,4,4,4,4,70,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,4.333333333333333,0.375,31,0.25,15.75,0,4,4.333333333333333,Not at all,Not at all,Not at all,Not at all
13885504512,13885505376,Strongly disagree,Nearly every day,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,59,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,1.5,12.5,0,0.25,0,0,1,4,Not at all,Not at all,Not at all,Not at all
13885503022,13885503513,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,0,0,100,50,0,0,100,25,50,50,50,50,75,75,75,75,25,25,40,60,5,5,5,5,Several of the days,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Over half the days,Somewhat agree,Agree,Strongly agree,2,3,4,3,4,24,Man,-99,No,No,Yes,Yes,No,Yes,No,Pass,Pass,0,3,Some financial stress,Man,Neither agree nor disagree,34.375,50,75,37.5,5,3.2,6,0.5,Not at all,0.3333333333333333,1.3333333333333333
13885504503,13885505090,Strongly disagree,Nearly every day,Strongly agree,Agree,Agree,Agree,Agree,Agree,0,0,70,68,5,16,0,38,71,84,61,65,74,15,51,20,55,61,61,68,6,8,15,43,Over half the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Several of the days,Not at all,Several of the days,Several of the days,Nearly every day,Neither agree nor disagree,Somewhat agree,Somewhat agree,4,3,3,3,4,22,Man,-99,Yes,No,Yes,Yes,No,No,No,Pass,Pass,0,3,Some financial stress,Man,6.166666666666667,24.625,70.25,40,61.25,18,3.4,4.666666666666667,1.25,Several of the days,0.3333333333333333,1.6666666666666667
13885502494,13885502929,Strongly disagree,Nearly every day,Agree,Slightly agree,Strongly agree,Strongly agree,Agree,Agree,10,0,78,79,10,28,23,24,90,100,87,90,95,100,100,100,83,46,100,99,0,0,0,51,Several of the days,Several of the days,Several of the days,Over half the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Over half the days,Several of the days,Several of the days,Somewhat agree,Agree,Agree,4,Very typical of me,Very typical of me,Very typical of me,Very typical of me,36,Woman,-99,No,No,Yes,No,No,Yes,No,Pass,Pass,0,2,Some financial stress,Woman,6.166666666666667,31.5,91.75,98.75,82,12.75,4.8,5.666666666666667,1.25,Not at all,Several of the days,1.3333333333333333
13885504517,13885505777,Strongly disagree,Nearly every day,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,0,0,0,32,39,0,0,0,0,63,0,11,85,46,64,45,0,0,68,67,15,14,10,48,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,2,Not at all typical of me,2,Not at all typical of me,2,63,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.666666666666667,8.875,18.5,60,33.75,21.75,1.6,4.333333333333333,Not at all,Not at all,Not at all,Not at all
13885501975,13885502425,Strongly disagree,Nearly every day,Slightly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,0,0,100,30,0,5,10,20,100,100,100,100,100,100,100,100,90,85,90,100,85,20,50,95,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Several of the days,Not at all,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,29,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,6.5,20.625,100,100,91.25,62.5,5,7,0.75,0.3333333333333333,Several of the days,Several of the days
13885502607,13885504219,Strongly disagree,Nearly every day,Slightly disagree,Disagree,Strongly disagree,Slightly agree,Slightly disagree,Disagree,0,0,20,50,0,15,80,51,16,31,24,11,47,28,9,3,97,13,19,9,0,0,0,3,Over half the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Agree,Somewhat agree,Somewhat agree,2,3,4,3,3,19,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,2.6666666666666665,27,20.5,21.75,34.5,0.75,3,5.333333333333333,1.25,0.3333333333333333,Several of the days,Several of the days
13885503545,13885504008,Strongly disagree,Nearly every day,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,0,0,20,41,0,13,0,0,6,22,5,17,57,3,32,3,2,0,5,33,2,3,1,46,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Strongly agree,Somewhat agree,Strongly agree,4,3,4,2,4,19,Woman,-99,Yes,No,Yes,Yes,No,Yes,No,Pass,Pass,0,4,Some financial stress,Woman,6.666666666666667,9.25,12.5,23.75,10,13,3.4,6.333333333333333,Not at all,0.3333333333333333,Not at all,Several of the days
13885501183,13885501506,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Slightly disagree,Agree,Slightly disagree,Slightly disagree,0,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,36,35,30,65,Several of the days,Not at all,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,4,4,4,3,3,38,Woman,-99,No,No,Yes,No,No,No,No,Pass,Pass,0,1,Some financial stress,Woman,3.8333333333333335,25,100,100,100,41.5,3.6,7,0.75,Not at all,0.3333333333333333,Several of the days
13885503668,13885504225,Strongly disagree,Nearly every day,Slightly agree,Agree,Agree,Agree,Agree,Agree,0,0,75,50,25,0,0,0,25,90,25,35,100,40,71,40,48,44,51,32,0,0,0,10,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Agree,Agree,Agree,3,3,3,2,3,55,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.833333333333333,18.75,43.75,62.75,43.75,2.5,2.8,6,0.25,Not at all,Not at all,Several of the days
13885504628,13885505438,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,0,0,90,50,20,50,50,20,70,80,70,50,80,80,60,60,80,50,80,80,20,10,10,50,Several of the days,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Somewhat agree,Somewhat agree,Somewhat agree,2,2,2,Not at all typical of me,2,39,Man,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pass,Pass,0,7,Some financial stress,Man,5.166666666666667,35,67.5,70,72.5,22.5,1.8,5,0.5,Not at all,Not at all,Several of the days
13885503339,13885503893,Strongly disagree,Nearly every day,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,0,0,0,32,0,5,0,5,0,0,0,0,25,25,40,0,0,70,0,80,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Disagree,Neither agree nor disagree,Neither agree nor disagree,2,4,Very typical of me,4,4,40,Man,-99,No,No,Yes,No,No,No,No,Pass,Pass,0,1,Some financial stress,Man,1.6666666666666667,5.25,0,22.5,37.5,0,3.8,3.3333333333333335,Not at all,Not at all,Not at all,Not at all
13885504304,13885505056,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Agree,0,0,100,100,0,100,100,100,30,100,60,100,45,41,36,39,63,2,100,38,0,0,0,41,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Somewhat agree,Somewhat agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,36,Woman,-99,No,Yes,No,Yes,No,Yes,No,Pass,Pass,0,3,Some financial stress,Woman,Agree,62.5,72.5,40.25,50.75,10.25,5,5.666666666666667,Several of the days,Several of the days,Several of the days,Several of the days
13885504839,13885505344,Strongly disagree,Nearly every day,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,15,80,90,70,5,62,47,53,65,57,70,73,81,77,73,15,2,10,64,37,42,45,75,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Agree,Agree,Strongly agree,2,2,3,2,2,24,Man,-99,No,No,No,Yes,No,Yes,No,Pass,Pass,0,2,Some financial stress,Man,5.166666666666667,46.125,61.25,76,22.75,49.75,2.2,6.333333333333333,Not at all,Not at all,Not at all,Several of the days
13885504786,13885505106,Strongly disagree,Nearly every day,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,0,0,0,40,0,0,0,0,10,45,20,20,48,26,39,25,0,0,0,26,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,41,Woman,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Woman,2.6666666666666665,5,23.75,34.5,6.5,0,1,6,Not at all,0.6666666666666666,Not at all,Not at all
13885507089,13885507504,Strongly disagree,Nearly every day,Agree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,0,26,0,26,7,7,67,8,70,88,81,81,96,81,88,88,69,49,97,82,60,50,52,66,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Agree,Agree,Somewhat agree,Very typical of me,4,Very typical of me,Very typical of me,Very typical of me,43,Woman,-99,Yes,Yes,No,Yes,Yes,Yes,No,Pass,Pass,0,5,Some financial stress,Woman,5.5,17.625,80,88.25,74.25,57,4.8,5.666666666666667,Not at all,Not at all,Not at all,Several of the days
